"main","code","level","title","description"
"R","86.1","gruppo","ATTIVITÀ OSPEDALIERA",""
"R","86.2","gruppo","ATTIVITÀ MEDICA E ODONTOIATRICA","Questo gruppo include il consulto e il trattamento medico da parte di medici generici e specialisti, come ad esempio dentisti, legalmente riconosciuti per curare i pazienti.\nQueste attività possono essere svolte in studi privati, studi medici associati e ambulatori ospedalieri, nonché in ambulatori presso aziende, scuole, case di riposo, organizzazioni sindacali e confraternite, oltre che a casa dei pazienti.\nQuesto gruppo include anche servizi di consulto privato a pazienti ricoverati."
"R","86.9","gruppo","ALTRE ATTIVITÀ DI ASSISTENZA SANITARIA","Questo gruppo include attività mediche, curative, riabilitative o di prevenzione (senza fornitura di servizi residenziali) fornite da personale paramedico e sanitario non erogate da ospedali o medici praticanti."
"R","87.1","gruppo","ATTIVITÀ DI ASSISTENZA INFERMIERISTICA RESIDENZIALE",""
"R","87.2","gruppo","ATTIVITÀ DI ASSISTENZA RESIDENZIALE PER PERSONE AFFETTE DA DISTURBI MENTALI O ABUSO DI SOSTANZE",""
"R","87.3","gruppo","ATTIVITÀ DI ASSISTENZA RESIDENZIALE PER ANZIANI O PERSONE CON DISABILITÀ FISICHE",""
"R","87.9","gruppo","ALTRE ATTIVITÀ DI ASSISTENZA RESIDENZIALE",""
"R","88.1","gruppo","ATTIVITÀ DI ASSISTENZA SOCIALE NON RESIDENZIALE PER ANZIANI O PERSONE CON DISABILITÀ",""
"R","88.9","gruppo","ALTRE ATTIVITÀ DI ASSISTENZA SOCIALE NON RESIDENZIALE",""
"S","90.1","gruppo","ATTIVITÀ DI CREAZIONE ARTISTICA","Questo gruppo include le attività di creazione letteraria, composizione musicale, creazione di arti visive e simili."
"S","90.2","gruppo","ATTIVITÀ DI ARTI PERFORMATIVE E RAPPRESENTAZIONI ARTISTICHE",""
"S","90.3","gruppo","ATTIVITÀ DI SUPPORTO ALLE CREAZIONI E ALLE ARTI PERFORMATIVE E RAPPRESENTAZIONI ARTISTICHE","Questo gruppo include le attività di supporto alle creazioni e alle arti performative e rappresentazioni artistiche.\nSono incluse attività di supporto alla produzione di spettacoli teatrali, lirici e di balletto, musical, eventi, attività di produttori di performance artistiche, sia al chiuso sia all'aperto."
"S","91.1","gruppo","ATTIVITÀ DI BIBLIOTECHE E ARCHIVI","Questo gruppo include le attività legate alla gestione, alla cura, alla conservazione e alla valutazione di biblioteche e archivi:\nattività di documentazione e informazione di biblioteche e archivi di qualsiasi tipo, incluse sale di lettura, ascolto e visione, che forniscono servizi di biblioteca e archivio ad un pubblico generico o a un'utenza specifica, ad esempio studenti, scienziati, membri del personale\ngestione di archivi pubblici (a livello centrale, regionale o locale) o di archivi privati (archivi di artisti, storici, scrittori eccetera)\norganizzazione di collezioni bibliotecarie e catalogazione delle collezioni, specializzate o meno\nprestito e deposito di libri, mappe, periodici, filmati, dischi, nastri, opere d'arte, archivi eccetera\nattività di ricerca, ad esempio bibliografica, per soddisfare le richieste di informazioni eccetera\nconservazione e restauro del patrimonio culturale, cfr. 91.3"
"S","91.2","gruppo","ATTIVITÀ DI MUSEI, COLLEZIONI, LUOGHI E MONUMENTI STORICI","Questo gruppo include la gestione, l'organizzazione, la cura, la conservazione, l'esposizione e la valutazione del patrimonio culturale: tangibile, intangibile e digitale in un'ampia varietà di tipi di collezioni (sia private che pubbliche).\nSono incluse le attività che riguardano i luoghi del patrimonio culturale inteso come risultato dell'intervento umano sull'ambiente circostante: dai paesaggi ai giardini, dai siti storici e archeologici agli edifici.\nrinnovo, ripristino, ricostruzione e ammodernamento di luoghi ed edifici storici e archeologici, cfr. sezione F\ncommercio al dettaglio di dipinti e sculture (ad esempio, attività delle gallerie d'arte commerciali), cfr. 47.69\nattività di architettura di supporto alla conservazione e al restauro di beni del patrimonio culturale, cfr. 71.11\nattività connesse alla conservazione e al restauro di beni del patrimonio culturale, cfr. 91.3"
"S","91.3","gruppo","CONSERVAZIONE, RESTAURO E ALTRE ATTIVITÀ DI SUPPORTO AL PATRIMONIO CULTURALE",""
"S","91.4","gruppo","ATTIVITÀ DI ORTI BOTANICI, GIARDINI ZOOLOGICI E RISERVE E PARCHI NATURALI",""
"S","92.0","gruppo","ATTIVITÀ DI SCOMMESSE, LOTTERIE E ALTRI GIOCHI D'AZZARDO",""
"S","93.1","gruppo","ATTIVITÀ SPORTIVE","Questo gruppo include la gestione di impianti sportivi; le attività di squadre o club sportivi che partecipano principalmente a eventi sportivi dal vivo davanti a un pubblico pagante; atleti indipendenti che partecipano a eventi sportivi o agonistici dal vivo davanti a un pubblico pagante; proprietari di mezzi utilizzati nelle gare, come ad esempio automobili, cani, cavalli che partecipano principalmente a corse o a altri eventi sportivi per spettatori; allenatori sportivi che forniscono servizi specializzati di supporto a chi partecipa a eventi o competizioni sportive; gestori di arene e stadi (campi di gioco); altre attività di organizzazione, promozione o gestione di eventi sportivi, n.c.a.\nattività educative sportive o ricreative, cfr. 85.51"
"S","93.2","gruppo","ATTIVITÀ DI INTRATTENIMENTO E DIVERTIMENTO","Questo gruppo include un'ampia gamma di unità che gestiscono strutture o forniscono servizi per soddisfare i vari interessi ricreativi di utenti e clienti.\nE' inclusa la gestione di diverse attrazioni, come giostre meccaniche, giostre acquatiche, giochi, spettacoli, mostre a tema e aree picnic.\narti drammatiche, musica e altre arti, cfr. divisione 90\nattività sportive, cfr. 93.1\nattività relative a infrastrutture e impianti sportivi (ad esempio piscine, campi da gioco), cfr. 93.11"
"T","94.1","gruppo","ATTIVITÀ DI ORGANIZZAZIONI DI IMPRESE, DEI DATORI DI LAVORO E PROFESSIONALI","Questo gruppo include le attività di promozione degli interessi di membri di organizzazioni di imprese e di datori di lavoro.\nNel caso di organizzazioni professionali, sono incluse anche le attività di promozione degli interessi professionali di ordini e collegi professionali."
"T","94.2","gruppo","ATTIVITÀ DEI SINDACATI",""
"T","94.9","gruppo","ATTIVITÀ DI ALTRE ORGANIZZAZIONI ASSOCIATIVE","Questo gruppo include le attività di organizzazioni (escluse organizzazioni di imprese e dei datori di lavoro,  organizzazioni professionali, sindacati) che promuovono gli interessi dei propri membri."
"T","95.1","gruppo","RIPARAZIONE E MANUTENZIONE DI COMPUTER E DI APPARECCHIATURE PER LE COMUNICAZIONI",""
"T","95.2","gruppo","RIPARAZIONE E MANUTENZIONE DI BENI PER USO PERSONALE E PER LA CASA","Questo gruppo include le attività di riparazione e manutenzione di beni per uso personale e per la casa."
"T","95.3","gruppo","RIPARAZIONE E MANUTENZIONE DI AUTOVEICOLI E MOTOCICLI","Questo gruppo include la riparazione e manutenzione di autoveicoli e motocicli."
"T","95.4","gruppo","SERVIZI DI INTERMEDIAZIONE PER LA RIPARAZIONE E LA MANUTENZIONE DI COMPUTER, BENI PER USO PERSONALE E PER LA CASA, AUTOVEICOLI E MOTOCICLI",""
"T","96.1","gruppo","SERVIZI DI LAVAGGIO E PULITURA DI PRODOTTI TESSILI E PELLICCE",""
"T","96.2","gruppo","SERVIZI DI ACCONCIATURA, TRATTAMENTI DI BELLEZZA, CENTRI BENESSERE E ALTRE ATTIVITÀ SIMILI",""
"T","96.3","gruppo","SERVIZI DI POMPE FUNEBRI E ATTIVITÀ CONNESSE",""
"T","96.4","gruppo","SERVIZI DI INTERMEDIAZIONE PER SERVIZI ALLA PERSONA",""
"T","96.9","gruppo","ALTRE ATTIVITÀ DI SERVIZI ALLA PERSONA",""
"U","97.0","gruppo","ATTIVITÀ DI FAMIGLIE E CONVIVENZE COME DATORI DI LAVORO PER PERSONALE DOMESTICO",""
"U","98.1","gruppo","PRODUZIONE DI BENI INDIFFERENZIATI PER USO PROPRIO DA PARTE DI FAMIGLIE E CONVIVENZE",""
"U","98.2","gruppo","PRODUZIONE DI SERVIZI INDIFFERENZIATI PER USO PROPRIO DA PARTE DI FAMIGLIE E CONVIVENZE",""
"V","99.0","gruppo","ATTIVITÀ DI ORGANIZZAZIONI E ORGANISMI EXTRATERRITORIALI",""
