main,code,level,title,description,descriptor,exclusion_list,exclusion_description,exclusion_title
K,65,divisione,"assicurazioni, riassicurazioni e fondi pensione (escluse le assicurazioni sociali obbligatorie)","Questa divisione include le rendite vitalizie e le polizze assicurative, nonché l'investimento dei premi in un portafoglio di attività finanziarie da utilizzare per il pagamento di indennizzi. È inclusa l'erogazione sia di servizi di assicurazione diretta che di riassicurazione.","# assicurazioni, riassicurazioni e fondi pensione (escluse le assicurazioni sociali obbligatorie)

Questa divisione include le rendite vitalizie e le polizze assicurative, nonché l'investimento dei premi in un portafoglio di attività finanziarie da utilizzare per il pagamento di indennizzi. È inclusa l'erogazione sia di servizi di assicurazione diretta che di riassicurazione.
",,,
K,66,divisione,attività ausiliarie dei servizi finanziari e delle attività assicurative,"Questa divisione include l'erogazione di servizi strettamente legati alle intermediazioni finanziarie, ma che non costituiscono essi stessi intermediazione finanziaria. La segmentazione di questa divisione si basa principalmente sul tipo di transazione finanziaria o di finanziamento alla quale è connessa l'erogazione del servizio.","# attività ausiliarie dei servizi finanziari e delle attività assicurative

Questa divisione include l'erogazione di servizi strettamente legati alle intermediazioni finanziarie, ma che non costituiscono essi stessi intermediazione finanziaria. La segmentazione di questa divisione si basa principalmente sul tipo di transazione finanziaria o di finanziamento alla quale è connessa l'erogazione del servizio.
",,,
L,68,divisione,attività immobiliari,,"# attività immobiliari


",,,
M,69,divisione,attività legali e contabilità,"Questa divisione comprende la difesa degli interessi di una parte nei confronti di un'altra parte effettuata da (o sotto la direzione di) persone abilitate ad esercitare la professione forense, innanzi a un tribunale o altro organo giudiziario: assistenza e rappresentanza nei processi civili, assistenza e rappresentanza nei processi penali, assistenza e rappresentanza in materia di controversie del lavoro. È inoltre inclusa la stesura di documenti legali quali statuti, accordi di collaborazione o documenti simili inerenti alla costituzione di società, brevetti e diritti d'autore, redazione di atti legali, di testamenti, di atti fiduciari eccetera oltre ad altre attività notarili, di ufficiali giudiziari e di arbitrato. Sono incluse anche attività di studi commerciali e tributari quali: revisione di documenti contabili, contabilità, ed elaborazione di documenti finanziari.","# attività legali e contabilità

Questa divisione comprende la difesa degli interessi di una parte nei confronti di un'altra parte effettuata da (o sotto la direzione di) persone abilitate ad esercitare la professione forense, innanzi a un tribunale o altro organo giudiziario: assistenza e rappresentanza nei processi civili, assistenza e rappresentanza nei processi penali, assistenza e rappresentanza in materia di controversie del lavoro. È inoltre inclusa la stesura di documenti legali quali statuti, accordi di collaborazione o documenti simili inerenti alla costituzione di società, brevetti e diritti d'autore, redazione di atti legali, di testamenti, di atti fiduciari eccetera oltre ad altre attività notarili, di ufficiali giudiziari e di arbitrato. Sono incluse anche attività di studi commerciali e tributari quali: revisione di documenti contabili, contabilità, ed elaborazione di documenti finanziari.
",,,
M,70,divisione,attività di direzione aziendale e di consulenza gestionale,"Questa divisione include le attività di consulenza e di assistenza ad imprese e ad altre organizzazioni in materia gestionale e, in particolare, in materia di: pianificazione strategica ed organizzativa; pianificazione finanziaria e di bilancio; obiettivi e politiche di marketing; politiche, strategie e pratiche di gestione delle risorse umane; programmazione della produzione, pianificazione e controllo della gestione aziendale. Sono incluse anche le attività di supervisione e di gestione di altre unità della stessa impresa, ossia le attività di direzione aziendale.","# attività di direzione aziendale e di consulenza gestionale

Questa divisione include le attività di consulenza e di assistenza ad imprese e ad altre organizzazioni in materia gestionale e, in particolare, in materia di: pianificazione strategica ed organizzativa; pianificazione finanziaria e di bilancio; obiettivi e politiche di marketing; politiche, strategie e pratiche di gestione delle risorse umane; programmazione della produzione, pianificazione e controllo della gestione aziendale. Sono incluse anche le attività di supervisione e di gestione di altre unità della stessa impresa, ossia le attività di direzione aziendale.
",,,
M,71,divisione,attività degli studi di architettura e d'ingegneria; collaudi ed analisi tecniche,"Questa divisione comprende le attività degli studi di architettura, ingegneria, di stesura di progetti, di ispezione edile e le attività di indagine e di mappatura. Sono incluse anche le attività relative ai collaudi fisici, chimici o di altro tipo.","# attività degli studi di architettura e d'ingegneria; collaudi ed analisi tecniche

Questa divisione comprende le attività degli studi di architettura, ingegneria, di stesura di progetti, di ispezione edile e le attività di indagine e di mappatura. Sono incluse anche le attività relative ai collaudi fisici, chimici o di altro tipo.
",,,
M,72,divisione,ricerca scientifica e sviluppo,"Questa divisione include tre attività: 1) ricerca di base: lavoro sperimentale o teorico svolto principalmente per acquisire nuove conoscenze sui fondamenti dei fenomeni e dei fatti osservabili, non finalizzato ad una specifica applicazione o utilizzazione, 2) ricerca applicata: lavoro originale svolto per acquisire nuove conoscenze e finalizzato principalmente ad una pratica e specifica applicazione, 3) sviluppo sperimentale: lavoro sistematico, basato sulle conoscenze esistenti acquisite attraverso la ricerca e/o l'esperienza pratica, condotto al fine di produrre, sviluppare nuovi materiali, prodotti e apparecchi, di installare nuovi processi, sistemi e servizi e di migliorare sostanzialmente quelli già prodotti o installati. Le attività di ricerca e sviluppo sperimentale, incluse in questa divisione, sono suddivise in due ulteriori categorie: scienze naturali e ingegneria; scienze sociali e umanistiche. Sono escluse le seguenti attività: - ricerche di mercato, cfr. 73.20","# ricerca scientifica e sviluppo

Questa divisione include tre attività: 1) ricerca di base: lavoro sperimentale o teorico svolto principalmente per acquisire nuove conoscenze sui fondamenti dei fenomeni e dei fatti osservabili, non finalizzato ad una specifica applicazione o utilizzazione, 2) ricerca applicata: lavoro originale svolto per acquisire nuove conoscenze e finalizzato principalmente ad una pratica e specifica applicazione, 3) sviluppo sperimentale: lavoro sistematico, basato sulle conoscenze esistenti acquisite attraverso la ricerca e/o l'esperienza pratica, condotto al fine di produrre, sviluppare nuovi materiali, prodotti e apparecchi, di installare nuovi processi, sistemi e servizi e di migliorare sostanzialmente quelli già prodotti o installati. Le attività di ricerca e sviluppo sperimentale, incluse in questa divisione, sono suddivise in due ulteriori categorie: scienze naturali e ingegneria; scienze sociali e umanistiche. Sono escluse le seguenti attività: - ricerche di mercato, cfr. 73.20

Questa sezione ATECO non comprende le seguenti attività:

- ricerche di mercato, cfr. 73.20, 
","- ricerche di mercato, cfr. 73.20",,
M,73,divisione,pubblicità e ricerche di mercato,"Questa divisione include l'ideazione di campagne pubblicitarie e la locazione di tali pubblicità in periodici, giornali, stazioni radiotelevisive o altri mezzi di informazione, nonché il design di strutture e spazi espositivi.","# pubblicità e ricerche di mercato

Questa divisione include l'ideazione di campagne pubblicitarie e la locazione di tali pubblicità in periodici, giornali, stazioni radiotelevisive o altri mezzi di informazione, nonché il design di strutture e spazi espositivi.
",,,
M,74,divisione,"altre attività professionali, scientifiche e tecniche","Questa divisione include l'erogazione di servizi professionali, scientifici e tecnici (escluse le attività legali e di contabilità; le attività degli studi di architettura e ingegneria; i collaudi e le analisi tecniche; le attività di gestione e consulenza aziendale; le attività di ricerca e sviluppo e le attività delle agenzie pubblicitarie).","# altre attività professionali, scientifiche e tecniche

Questa divisione include l'erogazione di servizi professionali, scientifici e tecnici (escluse le attività legali e di contabilità; le attività degli studi di architettura e ingegneria; i collaudi e le analisi tecniche; le attività di gestione e consulenza aziendale; le attività di ricerca e sviluppo e le attività delle agenzie pubblicitarie).

Questa sezione ATECO non comprende le seguenti attività:

, escluse le attività legali e di contabilità; le attività degli studi di architettura e ingegneria; i collaudi e le analisi tecniche; le attività di gestione e consulenza aziendale; le attività di ricerca e sviluppo e le attività delle agenzie pubblicitarie
",,escluse le attività legali e di contabilità; le attività degli studi di architettura e ingegneria; i collaudi e le analisi tecniche; le attività di gestione e consulenza aziendale; le attività di ricerca e sviluppo e le attività delle agenzie pubblicitarie,
M,75,divisione,servizi veterinari,"Questa divisione include le attività di cura e controllo della salute del bestiame o degli animali da compagnia. Tali attività sono svolte da veterinari in cliniche veterinarie o presso fattorie, canili o ricoveri per animali, ambulatori veterinari, o altro. Sono inclusi anche i servizi di ambulanza per animali.","# servizi veterinari

Questa divisione include le attività di cura e controllo della salute del bestiame o degli animali da compagnia. Tali attività sono svolte da veterinari in cliniche veterinarie o presso fattorie, canili o ricoveri per animali, ambulatori veterinari, o altro. Sono inclusi anche i servizi di ambulanza per animali.
",,,
N,77,divisione,attività di noleggio e leasing operativo,"Questa divisione include il noleggio e il leasing operativo di beni immateriali non finanziari e una vasta gamma di beni materiali quali automobili, computer, beni di consumo, macchine ed apparecchiature industriali. La sezione è suddivisa in: (1) noleggio di autoveicoli, (2) noleggio di attrezzature sportive e ricreative e noleggio di attrezzature per uso personale e domestico, (3) leasing di altre macchine ed attrezzature generalmente impiegate in attività commerciali, incluso altri mezzi di trasporto, (4) leasing di proprietà intellettuali e di prodotti simili. La divisione prevede esclusivamente attività di leasing operativo. Sono escluse le seguenti attività: - leasing finanziario, cfr. 64.91 - affitto di immobili, cfr. sezione L - noleggio di attrezzature con manovratore, cfr. classi corrispondenti in base alle attività effettuate, ad esempio costruzioni (sezione F), trasporti (sezione H) - trasporto con taxi, cfr. 49.32","# attività di noleggio e leasing operativo

Questa divisione include il noleggio e il leasing operativo di beni immateriali non finanziari e una vasta gamma di beni materiali quali automobili, computer, beni di consumo, macchine ed apparecchiature industriali. La sezione è suddivisa in: (1) noleggio di autoveicoli, (2) noleggio di attrezzature sportive e ricreative e noleggio di attrezzature per uso personale e domestico, (3) leasing di altre macchine ed attrezzature generalmente impiegate in attività commerciali, incluso altri mezzi di trasporto, (4) leasing di proprietà intellettuali e di prodotti simili. La divisione prevede esclusivamente attività di leasing operativo. Sono escluse le seguenti attività: - leasing finanziario, cfr. 64.91 - affitto di immobili, cfr. sezione L - noleggio di attrezzature con manovratore, cfr. classi corrispondenti in base alle attività effettuate, ad esempio costruzioni (sezione F), trasporti (sezione H) - trasporto con taxi, cfr. 49.32

Questa sezione ATECO non comprende le seguenti attività:

- leasing finanziario, cfr. 64.91 - affitto di immobili, cfr. sezione L - noleggio di attrezzature con manovratore, cfr. classi corrispondenti in base alle attività effettuate, ad esempio costruzioni (sezione F), trasporti (sezione H) - trasporto con taxi, cfr. 49.32, 
","- leasing finanziario, cfr. 64.91 - affitto di immobili, cfr. sezione L - noleggio di attrezzature con manovratore, cfr. classi corrispondenti in base alle attività effettuate, ad esempio costruzioni (sezione F), trasporti (sezione H) - trasporto con taxi, cfr. 49.32",,
N,78,divisione,"attività di ricerca, selezione, fornitura di personale","Questa divisione include le attività di selezione di personale non dipendente dall'agenzia di collocamento, attività di fornitura di personale da impiegare temporaneamente presso altre imprese a supporto della forza lavoro vigente in queste ultime, nonché le attività di fornitura di altre risorse umane o servizi di gestione di risorse umane per altre imprese. Questa divisione include: - attività di ricerca e selezione del personale e attività di collocamento - attività di agenzie di casting teatrale Sono escluse le seguenti attività: - attività degli agenti teatrali o artistici per conto dei singoli individui, cfr. 74.90","# attività di ricerca, selezione, fornitura di personale

Questa divisione include le attività di selezione di personale non dipendente dall'agenzia di collocamento, attività di fornitura di personale da impiegare temporaneamente presso altre imprese a supporto della forza lavoro vigente in queste ultime, nonché le attività di fornitura di altre risorse umane o servizi di gestione di risorse umane per altre imprese. Questa divisione include: - attività di ricerca e selezione del personale e attività di collocamento - attività di agenzie di casting teatrale Sono escluse le seguenti attività: - attività degli agenti teatrali o artistici per conto dei singoli individui, cfr. 74.90

Questa sezione ATECO non comprende le seguenti attività:

- attività degli agenti teatrali o artistici per conto dei singoli individui, cfr. 74.90, 
","- attività degli agenti teatrali o artistici per conto dei singoli individui, cfr. 74.90",,
N,79,divisione,"attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività connesse","Questa divisione include le attività delle agenzie principalmente impegnate nella vendita di pacchetti di viaggio, gite, servizi di trasporto e sistemazione per il pubblico e per clienti commerciali, le attività di organizzazione e gestione di gite turistiche proposte da agenzie di viaggio o da tour operator; la divisione comprende anche altri servizi quali i servizi di prenotazione. Sono incluse anche le attività delle guide turistiche e di promozione turistica.","# attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività connesse

Questa divisione include le attività delle agenzie principalmente impegnate nella vendita di pacchetti di viaggio, gite, servizi di trasporto e sistemazione per il pubblico e per clienti commerciali, le attività di organizzazione e gestione di gite turistiche proposte da agenzie di viaggio o da tour operator; la divisione comprende anche altri servizi quali i servizi di prenotazione. Sono incluse anche le attività delle guide turistiche e di promozione turistica.
",,,
N,80,divisione,servizi di vigilanza e investigazione,"Questa divisione include i servizi legati alla sicurezza, quali: servizi di investigazione; servizi di scorta e pattugliamento; trasporto valori tramite personale e attrezzature atte a salvaguardare i beni durante il trasporto; gestione di sistemi di sicurezza e di allarme, sistemi elettronici quali allarmi antifurto e antincendio.","# servizi di vigilanza e investigazione

Questa divisione include i servizi legati alla sicurezza, quali: servizi di investigazione; servizi di scorta e pattugliamento; trasporto valori tramite personale e attrezzature atte a salvaguardare i beni durante il trasporto; gestione di sistemi di sicurezza e di allarme, sistemi elettronici quali allarmi antifurto e antincendio.
",,,
N,81,divisione,attività di servizi per edifici e paesaggio,"Questa divisione include la fornitura di servizi integrati di assistenza da effettuarsi presso le strutture del cliente. La divisione include anche la pulizia di interni ed esterni di edifici di tutti i tipi, la pulizia di macchinari industriali, di treni, autobus, aeromobili eccetera, pulizia interna delle cisterne per trasporti su strada o marittimi, attività di disinfezione e di disinfestazione di edifici, navi, treni eccetera, pulizia di bottiglie, pulizia delle strade, rimozione di neve e ghiaccio, servizi di tutela del paesaggio, cura e manutenzione del paesaggio, incluse le eventuali realizzazioni e manutenzione delle opere connesse (vialetti, ponticelli, recinzioni, laghetti artificiali e strutture simili).","# attività di servizi per edifici e paesaggio

Questa divisione include la fornitura di servizi integrati di assistenza da effettuarsi presso le strutture del cliente. La divisione include anche la pulizia di interni ed esterni di edifici di tutti i tipi, la pulizia di macchinari industriali, di treni, autobus, aeromobili eccetera, pulizia interna delle cisterne per trasporti su strada o marittimi, attività di disinfezione e di disinfestazione di edifici, navi, treni eccetera, pulizia di bottiglie, pulizia delle strade, rimozione di neve e ghiaccio, servizi di tutela del paesaggio, cura e manutenzione del paesaggio, incluse le eventuali realizzazioni e manutenzione delle opere connesse (vialetti, ponticelli, recinzioni, laghetti artificiali e strutture simili).
",,,
N,82,divisione,attività di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese,,"# attività di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese


",,,
O,84,divisione,amministrazione pubblica e difesa; assicurazione sociale obbligatoria,,"# amministrazione pubblica e difesa; assicurazione sociale obbligatoria


",,,
P,85,divisione,istruzione,,"# istruzione


",,,
Q,86,divisione,assistenza sanitaria,"Questa divisione include le attività a breve o lungo termine di ospedali, generici o specialistici, chirurgici, psichiatrici, centri di disintossicazione, sanatori, preventori, centri di riabilitazione, lebbrosari ed altre istituzioni sanitarie residenziali che forniscono trattamenti diagnostici e terapeutici di vario tipo ai pazienti ricoverati. Sono incluse anche le visite mediche ed i trattamenti nel settore della medicina generale e specialistica effettuati da medici generici, medici specialisti e chirurghi. Sono incluse le attività di assistenza odontoiatrica, generica o specialistica e le attività di ortodonzia. Inoltre, questa divisione include le attività di assistenza sanitaria non effettuate da ospedali o da medici, bensì da paramedici professionisti legalmente abilitati al trattamento dei pazienti. Sono escluse le seguenti attività: - messa a disposizione di locali attrezzati per permettere a terzi abilitati l'erogazione di servizi sanitari, cfr. 82.11","# assistenza sanitaria

Questa divisione include le attività a breve o lungo termine di ospedali, generici o specialistici, chirurgici, psichiatrici, centri di disintossicazione, sanatori, preventori, centri di riabilitazione, lebbrosari ed altre istituzioni sanitarie residenziali che forniscono trattamenti diagnostici e terapeutici di vario tipo ai pazienti ricoverati. Sono incluse anche le visite mediche ed i trattamenti nel settore della medicina generale e specialistica effettuati da medici generici, medici specialisti e chirurghi. Sono incluse le attività di assistenza odontoiatrica, generica o specialistica e le attività di ortodonzia. Inoltre, questa divisione include le attività di assistenza sanitaria non effettuate da ospedali o da medici, bensì da paramedici professionisti legalmente abilitati al trattamento dei pazienti. Sono escluse le seguenti attività: - messa a disposizione di locali attrezzati per permettere a terzi abilitati l'erogazione di servizi sanitari, cfr. 82.11

Questa sezione ATECO non comprende le seguenti attività:

- messa a disposizione di locali attrezzati per permettere a terzi abilitati l'erogazione di servizi sanitari, cfr. 82.11, 
","- messa a disposizione di locali attrezzati per permettere a terzi abilitati l'erogazione di servizi sanitari, cfr. 82.11",,
Q,87,divisione,servizi di assistenza sociale residenziale,"Questa divisione include l'erogazione di servizi residenziali di assistenza sanitaria associata a servizi infermieristici, di supervisione o di altro tipo, secondo le necessità dei residenti. Le strutture ricoprono un ruolo significativo nel processo di produzione e l'assistenza erogata consiste in un insieme di servizi sociali e sanitari, di cui questi ultimi si configurano quasi esclusivamente come servizi infermieristici. Sono escluse le seguenti attività: - attività di formazione professionale svolte a favore degli assistiti, cfr. 85 - assistenza dove la componente medica assume un carattere prevalente, cfr. 86","# servizi di assistenza sociale residenziale

Questa divisione include l'erogazione di servizi residenziali di assistenza sanitaria associata a servizi infermieristici, di supervisione o di altro tipo, secondo le necessità dei residenti. Le strutture ricoprono un ruolo significativo nel processo di produzione e l'assistenza erogata consiste in un insieme di servizi sociali e sanitari, di cui questi ultimi si configurano quasi esclusivamente come servizi infermieristici. Sono escluse le seguenti attività: - attività di formazione professionale svolte a favore degli assistiti, cfr. 85 - assistenza dove la componente medica assume un carattere prevalente, cfr. 86

Questa sezione ATECO non comprende le seguenti attività:

- attività di formazione professionale svolte a favore degli assistiti, cfr. 85 - assistenza dove la componente medica assume un carattere prevalente, cfr. 86, 
","- attività di formazione professionale svolte a favore degli assistiti, cfr. 85 - assistenza dove la componente medica assume un carattere prevalente, cfr. 86",,
Q,88,divisione,assistenza sociale non residenziale,"Le attività di questa divisione non includono servizi di alloggio. Sono escluse le seguenti attività: - attività di formazione professionale svolte a favore degli assistiti, cfr. 85 - assistenza dove la componente medica assume un carattere prevalente, cfr. 86","# assistenza sociale non residenziale

Le attività di questa divisione non includono servizi di alloggio. Sono escluse le seguenti attività: - attività di formazione professionale svolte a favore degli assistiti, cfr. 85 - assistenza dove la componente medica assume un carattere prevalente, cfr. 86

Questa sezione ATECO non comprende le seguenti attività:

- attività di formazione professionale svolte a favore degli assistiti, cfr. 85 - assistenza dove la componente medica assume un carattere prevalente, cfr. 86, 
","- attività di formazione professionale svolte a favore degli assistiti, cfr. 85 - assistenza dove la componente medica assume un carattere prevalente, cfr. 86",,
R,90,divisione,"attività creative, artistiche e di intrattenimento","Questa divisione include la gestione di strutture e l'erogazione di servizi destinati a soddisfare gli interessi culturali e di intrattenimento del pubblico. Sono incluse la produzione, la promozione e la partecipazione a spettacoli dal vivo, eventi o esibizioni destinati al pubblico; fornitura di competenze artistiche, creative o tecniche per produzioni artistiche o spettacoli dal vivo. Sono escluse le seguenti attività: - l'insegnamento di discipline artistiche, cfr. 85.52 - la gestione di musei di ogni genere, di orti botanici e giardini zoologici, la conservazione dei siti storici e l'attività delle riserve naturali, cfr. divisione 91 - attività di case da gioco e scommesse, cfr. divisione 92 - attività sportive, di divertimento e ricreative, cfr. divisione 93 - Sono classificate in altre divisioni alcune unità che forniscono strutture e servizi culturali, di intrattenimento e divertimento, quali: - produzione e distribuzione di film e video, cfr. 59.11, 59.12, 59.13 - proiezione di film, cfr. 59.14 - trasmissioni radiotelevisive, cfr. 60.1, 60.2","# attività creative, artistiche e di intrattenimento

Questa divisione include la gestione di strutture e l'erogazione di servizi destinati a soddisfare gli interessi culturali e di intrattenimento del pubblico. Sono incluse la produzione, la promozione e la partecipazione a spettacoli dal vivo, eventi o esibizioni destinati al pubblico; fornitura di competenze artistiche, creative o tecniche per produzioni artistiche o spettacoli dal vivo. Sono escluse le seguenti attività: - l'insegnamento di discipline artistiche, cfr. 85.52 - la gestione di musei di ogni genere, di orti botanici e giardini zoologici, la conservazione dei siti storici e l'attività delle riserve naturali, cfr. divisione 91 - attività di case da gioco e scommesse, cfr. divisione 92 - attività sportive, di divertimento e ricreative, cfr. divisione 93 - Sono classificate in altre divisioni alcune unità che forniscono strutture e servizi culturali, di intrattenimento e divertimento, quali: - produzione e distribuzione di film e video, cfr. 59.11, 59.12, 59.13 - proiezione di film, cfr. 59.14 - trasmissioni radiotelevisive, cfr. 60.1, 60.2

Questa sezione ATECO non comprende le seguenti attività:

- l'insegnamento di discipline artistiche, cfr. 85.52 - la gestione di musei di ogni genere, di orti botanici e giardini zoologici, la conservazione dei siti storici e l'attività delle riserve naturali, cfr. divisione 91 - attività di case da gioco e scommesse, cfr. divisione 92 - attività sportive, di divertimento e ricreative, cfr. divisione 93 - Sono classificate in altre divisioni alcune unità che forniscono strutture e servizi culturali, di intrattenimento e divertimento, quali: - produzione e distribuzione di film e video, cfr. 59.11, 59.12, 59.13 - proiezione di film, cfr. 59.14 - trasmissioni radiotelevisive, cfr. 60.1, 60.2, 
","- l'insegnamento di discipline artistiche, cfr. 85.52 - la gestione di musei di ogni genere, di orti botanici e giardini zoologici, la conservazione dei siti storici e l'attività delle riserve naturali, cfr. divisione 91 - attività di case da gioco e scommesse, cfr. divisione 92 - attività sportive, di divertimento e ricreative, cfr. divisione 93 - Sono classificate in altre divisioni alcune unità che forniscono strutture e servizi culturali, di intrattenimento e divertimento, quali: - produzione e distribuzione di film e video, cfr. 59.11, 59.12, 59.13 - proiezione di film, cfr. 59.14 - trasmissioni radiotelevisive, cfr. 60.1, 60.2",,
R,91,divisione,"attività di biblioteche, archivi, musei ed altre attività culturali","Questa divisione include le attività di biblioteche ed archivi; la gestione di musei di ogni tipo, degli orti botanici e dei giardini zoologici; la gestione dei siti storici e le attività delle riserve naturali. Sono anche incluse la conservazione e l'esposizione di oggetti, siti e meraviglie naturali di interesse storico, culturale o educativo (ad esempio luoghi considerati patrimonio dell'umanità eccetera). Sono escluse le seguenti attività: - attività sportive, di divertimento e ricreative, quali la gestione di spiagge e parchi ricreativi, cfr. divisione 93","# attività di biblioteche, archivi, musei ed altre attività culturali

Questa divisione include le attività di biblioteche ed archivi; la gestione di musei di ogni tipo, degli orti botanici e dei giardini zoologici; la gestione dei siti storici e le attività delle riserve naturali. Sono anche incluse la conservazione e l'esposizione di oggetti, siti e meraviglie naturali di interesse storico, culturale o educativo (ad esempio luoghi considerati patrimonio dell'umanità eccetera). Sono escluse le seguenti attività: - attività sportive, di divertimento e ricreative, quali la gestione di spiagge e parchi ricreativi, cfr. divisione 93

Questa sezione ATECO non comprende le seguenti attività:

- attività sportive, di divertimento e ricreative, quali la gestione di spiagge e parchi ricreativi, cfr. divisione 93, 
","- attività sportive, di divertimento e ricreative, quali la gestione di spiagge e parchi ricreativi, cfr. divisione 93",,
R,92,divisione,"attività riguardanti le lotterie, le scommesse, le case da gioco","Questa divisione include la gestione di strutture per gioco e scommesse come i casinò, le sale bingo, le sale per videogiochi e la fornitura di servizi connessi come lotterie e scommesse per corse.","# attività riguardanti le lotterie, le scommesse, le case da gioco

Questa divisione include la gestione di strutture per gioco e scommesse come i casinò, le sale bingo, le sale per videogiochi e la fornitura di servizi connessi come lotterie e scommesse per corse.
",,,
R,93,divisione,"attività sportive, di intrattenimento e di divertimento","Questa divisione include le attività ricreative, di divertimento e sportive (escluse le attività dei musei, la conservazione di siti storici, orti botanici e dei giardini zoologici, le attività di tutela della natura; le attività di giochi d'azzardo e scommesse). Sono escluse le seguenti attività: - l'insegnamento di discipline sportive e artistiche, cfr. 85.51, 85.52 - le attività di arte drammatica, di musica e di altre arti e intrattenimenti come la produzione di spettacoli teatrali dal vivo, di concerti, di rappresentazioni di opere liriche o di balletti e di altre produzioni teatrali, cfr. divisione 90","# attività sportive, di intrattenimento e di divertimento

Questa divisione include le attività ricreative, di divertimento e sportive (escluse le attività dei musei, la conservazione di siti storici, orti botanici e dei giardini zoologici, le attività di tutela della natura; le attività di giochi d'azzardo e scommesse). Sono escluse le seguenti attività: - l'insegnamento di discipline sportive e artistiche, cfr. 85.51, 85.52 - le attività di arte drammatica, di musica e di altre arti e intrattenimenti come la produzione di spettacoli teatrali dal vivo, di concerti, di rappresentazioni di opere liriche o di balletti e di altre produzioni teatrali, cfr. divisione 90

Questa sezione ATECO non comprende le seguenti attività:

- l'insegnamento di discipline sportive e artistiche, cfr. 85.51, 85.52 - le attività di arte drammatica, di musica e di altre arti e intrattenimenti come la produzione di spettacoli teatrali dal vivo, di concerti, di rappresentazioni di opere liriche o di balletti e di altre produzioni teatrali, cfr. divisione 90, escluse le attività dei musei, la conservazione di siti storici, orti botanici e dei giardini zoologici, le attività di tutela della natura; le attività di giochi d'azzardo e scommesse
","- l'insegnamento di discipline sportive e artistiche, cfr. 85.51, 85.52 - le attività di arte drammatica, di musica e di altre arti e intrattenimenti come la produzione di spettacoli teatrali dal vivo, di concerti, di rappresentazioni di opere liriche o di balletti e di altre produzioni teatrali, cfr. divisione 90","escluse le attività dei musei, la conservazione di siti storici, orti botanici e dei giardini zoologici, le attività di tutela della natura; le attività di giochi d'azzardo e scommesse",
S,94,divisione,attività di organizzazioni associative,"Questa divisione include le attività di organizzazioni che promuovono idee all'attenzione pubblica. Usualmente queste organizzazioni sono formate da un gruppo di membri ma delle loro attività possono beneficiare anche i non iscritti. La divisione è ripartita in prima istanza in base allo scopo primario che le organizzazioni perseguono: l'interesse di datori di lavoro, di lavoratori autonomi e comunità scientifiche (gruppo 94.1), gli interessi dei lavoratori dipendenti (gruppo 94.2) o la promozione di idee ed attività religiose, politiche, culturali, scolastico-educative o ricreative (gruppo 94.9).","# attività di organizzazioni associative

Questa divisione include le attività di organizzazioni che promuovono idee all'attenzione pubblica. Usualmente queste organizzazioni sono formate da un gruppo di membri ma delle loro attività possono beneficiare anche i non iscritti. La divisione è ripartita in prima istanza in base allo scopo primario che le organizzazioni perseguono: l'interesse di datori di lavoro, di lavoratori autonomi e comunità scientifiche (gruppo 94.1), gli interessi dei lavoratori dipendenti (gruppo 94.2) o la promozione di idee ed attività religiose, politiche, culturali, scolastico-educative o ricreative (gruppo 94.9).
",,,
S,95,divisione,riparazione di computer e di beni per uso personale e per la casa,"Questa divisione include la riparazione e la manutenzione di computer e periferiche, quali computer desktop, laptop (portatili), terminali, memorie di massa e stampanti. È anche inclusa la riparazione di apparecchiature per le comunicazioni quali fax, walkie-talkie ed elettronica di consumo, ad esempio: radio e televisori, strumenti da giardinaggio come tosaerba e soffiatori per neve e foglie, calzature e articoli in pelle, mobili, accessori per capi di abbigliamento, articoli sportivi, strumenti musicali, articoli per hobby ed altri beni per uso personale e per la casa. Sono escluse le seguenti attività: - la riparazione di attrezzature sanitarie e inerenti la diagnostica per immagini, gli strumenti di misurazione e di indagine, gli strumenti di laboratorio, le attrezzature radar e sonar, cfr. 33.13","# riparazione di computer e di beni per uso personale e per la casa

Questa divisione include la riparazione e la manutenzione di computer e periferiche, quali computer desktop, laptop (portatili), terminali, memorie di massa e stampanti. È anche inclusa la riparazione di apparecchiature per le comunicazioni quali fax, walkie-talkie ed elettronica di consumo, ad esempio: radio e televisori, strumenti da giardinaggio come tosaerba e soffiatori per neve e foglie, calzature e articoli in pelle, mobili, accessori per capi di abbigliamento, articoli sportivi, strumenti musicali, articoli per hobby ed altri beni per uso personale e per la casa. Sono escluse le seguenti attività: - la riparazione di attrezzature sanitarie e inerenti la diagnostica per immagini, gli strumenti di misurazione e di indagine, gli strumenti di laboratorio, le attrezzature radar e sonar, cfr. 33.13

Questa sezione ATECO non comprende le seguenti attività:

- la riparazione di attrezzature sanitarie e inerenti la diagnostica per immagini, gli strumenti di misurazione e di indagine, gli strumenti di laboratorio, le attrezzature radar e sonar, cfr. 33.13, 
","- la riparazione di attrezzature sanitarie e inerenti la diagnostica per immagini, gli strumenti di misurazione e di indagine, gli strumenti di laboratorio, le attrezzature radar e sonar, cfr. 33.13",,
